Employee ID,StartDate,StartYear,ExitDate,Title,BusinessUnit,DepartmentType,Division,EmployeeStatus,IsTerminated,TerminationType,TerminationReason,Regrettable,EmployeeType,EmployeeClassificationType,PayZone,Age,AgeBand,TenureYears,TenureBand,State,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,PhotoFile
3437,2023-08-04,2023,,Area Sales Manager,SVG,Sales,Field Operations,Active,0,,,,Contract,Temporary,Zone B,44,35-44,0.08,<1 yr,IN,Exceeds,3,4,4,5,Technical Skills,Internal,Completed,1,1360.71,face_18.jpg
3438,2018-08-10,2018,,Area Sales Manager,MSC,Sales,General - Con,Active,0,,,,Full-Time,Temporary,Zone C,46,45-54,5.06,4+ yrs,GA,Fully Meets,4,5,3,2,Technical Skills,Internal,Passed,2,869.35,face_19.jpg
3439,2022-05-25,2022,,Area Sales Manager,EW,Sales,Splicing,Active,0,,,,Full-Time,Temporary,Zone A,37,35-44,1.27,1-2 yrs,CO,Fully Meets,4,4,5,3,Technical Skills,External,Failed,1,1484.15,face_20.jpg
3440,2019-12-05,2019,,Area Sales Manager,CCDR,Sales,Finance & Accounting,Active,0,,,,Contract,Full-Time,Zone A,48,45-54,3.74,3-4 yrs,KY,Fully Meets,3,3,3,2,Communication Skills,External,Incomplete,1,503.29,face_01.jpg
3441,2019-04-28,2019,,Area Sales Manager,BPC,Sales,General - Con,Active,0,,,,Part-Time,Part-Time,Zone A,43,35-44,4.34,4+ yrs,NV,Fully Meets,3,2,4,3,Project Management,Internal,Passed,4,798.64,face_02.jpg
3442,2019-07-09,2019,,Area Sales Manager,PYZ,IT/IS,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone A,31,25-34,4.15,4+ yrs,MA,Fully Meets,2,2,2,2,Project Management,External,Incomplete,4,1075.26,face_03.jpg
3443,2021-04-05,2021,,Area Sales Manager,WBL,IT/IS,Project Management - Con,Active,0,,,,Full-Time,Part-Time,Zone C,41,35-44,2.41,2-3 yrs,KY,Exceeds,4,5,4,4,Technical Skills,External,Passed,3,1518.17,face_04.jpg
3444,2021-11-28,2021,,Area Sales Manager,NEL,Sales,Engineers,Active,0,,,,Contract,Part-Time,Zone A,29,25-34,1.76,1-2 yrs,KY,Fully Meets,3,3,2,2,Technical Skills,External,Completed,2,2043.6,face_05.jpg
3445,2021-01-16,2021,2022-09-01 07:00:06.791326669,Area Sales Manager,PL,Sales,Project Management - Con,Terminated,1,Voluntary,Compensation,Regrettable,Contract,Full-Time,Zone C,45,45-54,2.62,2-3 yrs,KY,Exceeds,5,5,5,5,Project Management,External,Passed,2,1205.83,face_06.jpg
3446,2021-08-24,2021,,Area Sales Manager,BPC,Sales,Field Operations,Active,0,,,,Part-Time,Part-Time,Zone A,37,35-44,2.02,2-3 yrs,TX,Fully Meets,2,1,4,2,Technical Skills,Internal,Failed,5,971.82,face_07.jpg
3450,2020-09-01,2020,,Area Sales Manager,MSC,Sales,Field Operations,Active,0,,,,Contract,Temporary,Zone C,36,35-44,3.0,3-4 yrs,CO,Fully Meets,3,3,1,1,Technical Skills,Internal,Incomplete,4,943.38,face_11.jpg
3451,2021-02-18,2021,,Area Sales Manager,TNS,Sales,General - Con,Active,0,,,,Contract,Full-Time,Zone C,32,25-34,2.53,2-3 yrs,CO,Fully Meets,3,1,3,5,Technical Skills,External,Passed,1,1369.63,face_12.jpg
3452,2022-11-08,2022,,Area Sales Manager,PYZ,Sales,General - Con,Active,0,,,,Part-Time,Part-Time,Zone A,47,45-54,0.81,<1 yr,IN,Exceeds,5,5,5,4,Customer Service,Internal,Passed,1,444.49,face_13.jpg
3453,2022-10-13,2022,2023-05-16 07:26:18.197757965,Area Sales Manager,WBL,Sales,Fielders,Terminated,1,Involuntary,Restructuring,,Contract,Part-Time,Zone C,35,35-44,0.88,<1 yr,MA,Fully Meets,3,5,3,3,Customer Service,External,Incomplete,5,719.87,face_14.jpg
3454,2022-09-11,2022,,Area Sales Manager,PYZ,IT/IS,General - Con,Active,0,,,,Full-Time,Full-Time,Zone C,33,25-34,0.97,<1 yr,KY,Needs Improvement,2,2,3,4,Communication Skills,Internal,Incomplete,3,278.6,face_15.jpg
3455,2021-06-29,2021,,Area Sales Manager,WBL,Sales,Project Management - Eng,Active,0,,,,Full-Time,Temporary,Zone C,34,25-34,2.17,2-3 yrs,KY,Fully Meets,2,1,2,1,Project Management,External,Incomplete,1,1065.71,face_16.jpg
3456,2023-03-06,2023,,Area Sales Manager,NEL,Sales,Field Operations,Active,0,,,,Full-Time,Temporary,Zone A,41,35-44,0.49,<1 yr,KY,Fully Meets,2,2,3,1,Technical Skills,External,Completed,2,1384.22,face_17.jpg
3457,2020-09-25,2020,,Area Sales Manager,PL,Sales,Engineers,Active,0,,,,Full-Time,Temporary,Zone B,41,35-44,2.93,2-3 yrs,KY,Fully Meets,3,2,2,1,Customer Service,External,Failed,4,569.65,face_18.jpg
3460,2020-02-19,2020,2022-06-05 03:29:55.698447287,Area Sales Manager,SVG,Sales,Aerial,Terminated,1,Involuntary,Performance,,Full-Time,Full-Time,Zone A,42,35-44,3.53,3-4 yrs,TX,PIP,2,2,2,2,Communication Skills,External,Incomplete,5,541.91,face_01.jpg
3462,2018-09-13,2018,,Area Sales Manager,MSC,Sales,Field Operations,Active,0,,,,Contract,Full-Time,Zone A,43,35-44,4.97,4+ yrs,CO,Fully Meets,4,4,2,4,Project Management,External,Passed,1,1354.24,face_03.jpg
3463,2020-04-30,2020,2023-06-12 21:19:39.021976606,Area Sales Manager,TNS,Sales,Field Operations,Terminated,1,Involuntary,Performance,,Part-Time,Temporary,Zone A,56,55-64,3.34,3-4 yrs,IN,PIP,1,1,1,1,Technical Skills,Internal,Incomplete,4,1301.29,face_04.jpg
3464,2018-12-03,2018,,Area Sales Manager,PYZ,Sales,Shop (Fleet),Active,0,,,,Contract,Full-Time,Zone B,35,35-44,4.74,4+ yrs,MA,Fully Meets,2,3,2,3,Customer Service,External,Passed,2,637.76,face_05.jpg
3465,2021-11-08,2021,,Area Sales Manager,WBL,Sales,General - Con,Active,0,,,,Full-Time,Full-Time,Zone B,33,25-34,1.81,1-2 yrs,MA,Fully Meets,3,3,3,2,Communication Skills,External,Incomplete,1,637.86,face_06.jpg
3466,2022-04-13,2022,,Area Sales Manager,PYZ,IT/IS,Aerial,Active,0,,,,Part-Time,Full-Time,Zone C,30,25-34,1.39,1-2 yrs,KY,Fully Meets,2,5,1,1,Customer Service,External,Failed,3,536.04,face_07.jpg
3467,2020-05-06,2020,,Area Sales Manager,WBL,Sales,Fielders,Active,0,,,,Contract,Part-Time,Zone A,43,35-44,3.32,3-4 yrs,KY,Fully Meets,4,4,3,3,Technical Skills,Internal,Incomplete,1,995.49,face_08.jpg
3468,2019-09-09,2019,,Area Sales Manager,NEL,Sales,Wireline Construction,Active,0,,,,Contract,Temporary,Zone B,48,45-54,3.98,3-4 yrs,KY,Fully Meets,4,4,3,5,Customer Service,Internal,Incomplete,3,542.06,face_09.jpg
3471,2020-02-29,2020,,Area Sales Manager,CCDR,Sales,Field Operations,Active,0,,,,Part-Time,Temporary,Zone C,37,35-44,3.5,3-4 yrs,TX,Exceeds,4,3,5,2,Customer Service,External,Incomplete,3,924.06,face_12.jpg
3472,2023-01-15,2023,,Area Sales Manager,SVG,Sales,Project Management - Con,Active,0,,,,Contract,Full-Time,Zone C,29,25-34,0.63,<1 yr,TX,Fully Meets,3,3,2,3,Technical Skills,External,Incomplete,5,1756.99,face_13.jpg
3473,2023-06-29,2023,,Area Sales Manager,EW,Sales,Shop (Fleet),Active,0,,,,Part-Time,Temporary,Zone A,29,25-34,0.18,<1 yr,CO,Fully Meets,4,5,3,4,Communication Skills,External,Incomplete,5,602.75,face_14.jpg
3474,2020-03-09,2020,,Area Sales Manager,MSC,Sales,Catv,Active,0,,,,Full-Time,Temporary,Zone A,44,35-44,3.48,3-4 yrs,CO,Exceeds,4,2,2,5,Customer Service,External,Failed,5,595.77,face_15.jpg
3475,2021-09-21,2021,,Area Sales Manager,TNS,Sales,General - Con,Active,0,,,,Full-Time,Temporary,Zone C,43,35-44,1.94,1-2 yrs,IN,Fully Meets,3,1,4,4,Customer Service,Internal,Completed,2,664.05,face_16.jpg
3476,2023-06-12,2023,,Area Sales Manager,PYZ,Sales,Fielders,Active,0,,,,Part-Time,Temporary,Zone A,41,35-44,0.22,<1 yr,MA,Fully Meets,4,3,2,3,Leadership Development,Internal,Passed,4,1175.73,face_17.jpg
3477,2019-04-07,2019,,Area Sales Manager,PYZ,IT/IS,Aerial,Active,0,,,,Part-Time,Full-Time,Zone A,33,25-34,4.4,4+ yrs,KY,Fully Meets,3,5,3,5,Leadership Development,External,Passed,5,1829.38,face_18.jpg
3478,2018-09-17,2018,,Area Sales Manager,WBL,Sales,Wireline Construction,Active,0,,,,Full-Time,Temporary,Zone C,41,35-44,4.96,4+ yrs,KY,Fully Meets,3,3,5,2,Technical Skills,External,Passed,1,1386.58,face_19.jpg
3479,2022-08-02,2022,,Area Sales Manager,NEL,Sales,Project Management - Con,Active,0,,,,Contract,Part-Time,Zone A,38,35-44,1.08,1-2 yrs,TX,Fully Meets,3,2,4,3,Communication Skills,Internal,Completed,3,615.47,face_20.jpg
3483,2021-09-26,2021,,Area Sales Manager,SVG,Sales,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone B,39,35-44,1.93,1-2 yrs,CO,Fully Meets,2,1,1,3,Project Management,External,Failed,4,991.88,face_04.jpg
3484,2018-08-29,2018,,Area Sales Manager,EW,Sales,General - Con,Active,0,,,,Part-Time,Full-Time,Zone B,46,45-54,5.01,4+ yrs,CO,Fully Meets,4,4,4,3,Project Management,External,Failed,1,1305.49,face_05.jpg
3485,2021-10-26,2021,,Area Sales Manager,MSC,Sales,Field Operations,Active,0,,,,Contract,Full-Time,Zone C,39,35-44,1.85,1-2 yrs,CO,Fully Meets,3,4,2,4,Customer Service,Internal,Completed,2,511.98,face_06.jpg
3486,2022-10-31,2022,,Area Sales Manager,TNS,Sales,Fielders,Active,0,,,,Part-Time,Temporary,Zone C,42,35-44,0.84,<1 yr,IN,PIP,1,1,1,2,Project Management,Internal,Incomplete,5,908.45,face_07.jpg
3487,2023-03-15,2023,,Area Sales Manager,BPC,Sales,General - Sga,Active,0,,,,Contract,Part-Time,Zone B,37,35-44,0.47,<1 yr,KY,Exceeds,3,3,2,3,Project Management,External,Failed,5,1481.8,face_08.jpg
3488,2022-09-09,2022,,Area Sales Manager,CCDR,Sales,Wireline Construction,Active,0,,,,Contract,Full-Time,Zone B,39,35-44,0.98,<1 yr,KY,Fully Meets,2,2,3,1,Communication Skills,Internal,Passed,1,299.75,face_09.jpg
3489,2022-03-04,2022,,Area Sales Manager,EW,Sales,Field Operations,Active,0,,,,Part-Time,Temporary,Zone A,42,35-44,1.49,1-2 yrs,TX,Fully Meets,3,5,5,4,Project Management,Internal,Incomplete,1,810.41,face_10.jpg
3490,2019-02-11,2019,,Area Sales Manager,MSC,Sales,General - Sga,Active,0,,,,Part-Time,Part-Time,Zone A,26,25-34,4.55,4+ yrs,TX,Fully Meets,3,4,3,3,Technical Skills,Internal,Failed,3,893.92,face_11.jpg
3491,2021-01-26,2021,2021-10-14 02:52:17.688809441,Area Sales Manager,NEL,Sales,Field Operations,Terminated,1,Involuntary,Performance,,Contract,Full-Time,Zone B,35,35-44,2.6,2-3 yrs,TX,Needs Improvement,2,3,3,4,Project Management,Internal,Passed,3,888.5,face_12.jpg
3492,2019-11-26,2019,,Area Sales Manager,PL,Sales,General - Con,Active,0,,,,Full-Time,Full-Time,Zone C,34,25-34,3.76,3-4 yrs,CO,Fully Meets,3,5,2,4,Project Management,Internal,Completed,3,928.66,face_13.jpg
3493,2019-07-15,2019,,Area Sales Manager,PYZ,Sales,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone C,33,25-34,4.13,4+ yrs,CO,Exceeds,5,4,2,4,Project Management,Internal,Completed,3,753.42,face_14.jpg
3494,2020-06-18,2020,,Area Sales Manager,SVG,Sales,General - Con,Active,0,,,,Contract,Full-Time,Zone B,36,35-44,3.2,3-4 yrs,CO,Fully Meets,2,1,1,2,Technical Skills,Internal,Passed,2,955.83,face_15.jpg
3495,2023-06-22,2023,,Area Sales Manager,TNS,Sales,Wireline Construction,Active,0,,,,Part-Time,Temporary,Zone B,49,45-54,0.19,<1 yr,IN,Fully Meets,4,2,4,4,Customer Service,External,Passed,1,728.23,face_16.jpg
3496,2021-12-02,2021,2022-07-23 01:08:33.847599045,Area Sales Manager,WBL,Sales,General - Sga,Terminated,1,Voluntary,Compensation,Regrettable,Contract,Part-Time,Zone A,30,25-34,1.75,1-2 yrs,CA,Fully Meets,3,2,2,3,Project Management,Internal,Passed,1,652.05,face_17.jpg
3497,2021-12-08,2021,,Area Sales Manager,TNS,Sales,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone C,45,45-54,1.73,1-2 yrs,OR,Fully Meets,3,3,3,3,Communication Skills,Internal,Passed,2,456.58,face_18.jpg
3498,2023-04-26,2023,2023-07-02 16:54:40.640936840,Area Sales Manager,PYZ,Sales,General - Sga,Terminated,1,Voluntary,Relocation,Regrettable,Full-Time,Full-Time,Zone A,22,<25,0.35,<1 yr,KY,Fully Meets,3,3,3,3,Project Management,External,Completed,1,955.49,face_19.jpg
3499,2018-09-25,2018,,Area Sales Manager,WBL,Sales,Field Operations,Active,0,,,,Part-Time,Temporary,Zone C,36,35-44,4.93,4+ yrs,KY,Exceeds,4,5,5,2,Technical Skills,Internal,Failed,2,1198.23,face_20.jpg
3500,2018-11-20,2018,,Area Sales Manager,NEL,Sales,Shop (Fleet),Active,0,,,,Full-Time,Part-Time,Zone B,40,35-44,4.78,4+ yrs,TX,Fully Meets,3,5,4,3,Leadership Development,External,Passed,4,1331.13,face_01.jpg
3502,2019-10-01,2019,,Area Sales Manager,BPC,Sales,Splicing,Active,0,,,,Full-Time,Temporary,Zone C,43,35-44,3.92,3-4 yrs,TX,Needs Improvement,2,3,2,3,Customer Service,External,Incomplete,3,633.86,face_03.jpg
3503,2022-01-20,2022,,Area Sales Manager,CCDR,Sales,Project Management - Con,Active,0,,,,Part-Time,Temporary,Zone A,43,35-44,1.61,1-2 yrs,CO,Fully Meets,3,3,3,2,Technical Skills,Internal,Incomplete,4,917.21,face_04.jpg
3504,2021-10-10,2021,,Area Sales Manager,SVG,Sales,General - Con,Active,0,,,,Full-Time,Part-Time,Zone B,44,35-44,1.89,1-2 yrs,CO,Fully Meets,3,3,3,3,Communication Skills,Internal,Completed,5,407.53,face_05.jpg
3505,2020-08-29,2020,,Area Sales Manager,EW,Sales,Field Operations,Active,0,,,,Contract,Temporary,Zone B,35,35-44,3.01,3-4 yrs,IN,Fully Meets,3,4,5,5,Leadership Development,Internal,Failed,5,1601.41,face_06.jpg
3506,2019-08-27,2019,,Area Sales Manager,MSC,Sales,Field Operations,Active,0,,,,Full-Time,Temporary,Zone B,34,25-34,4.01,4+ yrs,IN,Fully Meets,4,3,3,3,Leadership Development,Internal,Passed,1,1455.6,face_07.jpg
3507,2021-02-25,2021,,Area Sales Manager,TNS,Sales,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone A,45,45-54,2.51,2-3 yrs,CA,Fully Meets,3,1,1,1,Project Management,Internal,Incomplete,4,752.17,face_08.jpg
3508,2021-07-13,2021,,Area Sales Manager,CCDR,Sales,Aerial,Active,0,,,,Full-Time,Part-Time,Zone B,36,35-44,2.14,2-3 yrs,OR,Fully Meets,3,1,5,3,Communication Skills,External,Incomplete,1,532.4,face_09.jpg
3509,2021-04-14,2021,,Area Sales Manager,BPC,Sales,General - Sga,Active,0,,,,Part-Time,Full-Time,Zone C,27,25-34,2.38,2-3 yrs,KY,Fully Meets,4,5,4,5,Leadership Development,External,Passed,4,1979.03,face_10.jpg
3510,2020-02-10,2020,,Area Sales Manager,PYZ,Sales,General - Con,Active,0,,,,Part-Time,Full-Time,Zone A,29,25-34,3.56,3-4 yrs,KY,Fully Meets,4,5,5,4,Technical Skills,External,Passed,4,1149.56,face_11.jpg
3511,2021-08-17,2021,,Area Sales Manager,WBL,Sales,Finance & Accounting,Active,0,,,,Part-Time,Full-Time,Zone B,29,25-34,2.04,2-3 yrs,KY,Fully Meets,3,5,4,4,Technical Skills,Internal,Incomplete,3,1054.24,face_12.jpg
3514,2020-04-15,2020,,Area Sales Manager,BPC,Sales,Wireline Construction,Active,0,,,,Full-Time,Part-Time,Zone B,42,35-44,3.38,3-4 yrs,TX,Fully Meets,3,4,2,1,Leadership Development,Internal,Failed,3,1120.87,face_15.jpg
3516,2022-04-07,2022,,Area Sales Manager,SVG,Sales,Project Management - Con,Active,0,,,,Contract,Part-Time,Zone B,38,35-44,1.4,1-2 yrs,CO,Fully Meets,3,4,3,5,Technical Skills,Internal,Completed,1,1018.05,face_17.jpg
3517,2020-02-19,2020,,Area Sales Manager,EW,Sales,Splicing,Active,0,,,,Part-Time,Part-Time,Zone A,44,35-44,3.53,3-4 yrs,IN,Fully Meets,4,3,5,2,Technical Skills,Internal,Completed,3,1214.62,face_18.jpg
3518,2021-04-10,2021,,Area Sales Manager,MSC,Sales,General - Eng,Active,0,,,,Contract,Part-Time,Zone B,34,25-34,2.39,2-3 yrs,CA,Exceeds,4,3,3,3,Customer Service,Internal,Incomplete,3,460.98,face_19.jpg
3519,2021-12-19,2021,,Area Sales Manager,TNS,Sales,Aerial,Active,0,,,,Part-Time,Temporary,Zone C,38,35-44,1.7,1-2 yrs,CA,Fully Meets,3,3,1,3,Leadership Development,External,Completed,4,2010.92,face_20.jpg
3520,2020-12-13,2020,,Area Sales Manager,TNS,Sales,Project Management - Con,Active,0,,,,Full-Time,Temporary,Zone C,43,35-44,2.72,2-3 yrs,ND,Needs Improvement,2,3,2,3,Customer Service,External,Incomplete,1,1043.0,face_01.jpg
3521,2019-02-26,2019,,Area Sales Manager,WBL,Sales,General - Con,Active,0,,,,Contract,Part-Time,Zone C,36,35-44,4.51,4+ yrs,KY,Needs Improvement,4,3,3,2,Communication Skills,Internal,Passed,5,479.39,face_02.jpg
3522,2020-03-02,2020,,Area Sales Manager,BPC,Sales,Splicing,Active,0,,,,Full-Time,Part-Time,Zone C,42,35-44,3.5,3-4 yrs,KY,Fully Meets,3,5,4,3,Communication Skills,External,Completed,5,571.78,face_03.jpg
3523,2021-06-25,2021,,Area Sales Manager,CCDR,Sales,General - Con,Active,0,,,,Full-Time,Temporary,Zone A,32,25-34,2.18,2-3 yrs,KY,Exceeds,5,5,4,5,Leadership Development,External,Incomplete,2,2078.26,face_04.jpg
3526,2022-09-15,2022,,Area Sales Manager,NEL,Sales,General - Con,Active,0,,,,Full-Time,Full-Time,Zone B,33,25-34,0.96,<1 yr,TX,Fully Meets,3,3,1,3,Customer Service,Internal,Passed,2,425.91,face_07.jpg
3527,2020-05-01,2020,,Area Sales Manager,PL,Sales,Aerial,Active,0,,,,Full-Time,Temporary,Zone B,35,35-44,3.33,3-4 yrs,CO,Fully Meets,3,3,2,1,Project Management,Internal,Completed,4,1078.25,face_08.jpg
3528,2022-10-13,2022,,Area Sales Manager,PYZ,Sales,Finance & Accounting,Active,0,,,,Full-Time,Part-Time,Zone C,26,25-34,0.88,<1 yr,CO,Fully Meets,3,5,3,1,Technical Skills,External,Failed,1,1237.81,face_09.jpg
3529,2020-01-03,2020,,Area Sales Manager,SVG,Sales,Field Operations,Active,0,,,,Part-Time,Full-Time,Zone C,42,35-44,3.66,3-4 yrs,IN,Fully Meets,2,3,4,1,Project Management,Internal,Completed,1,1211.44,face_10.jpg
3530,2019-11-13,2019,,Area Sales Manager,TNS,Sales,Field Operations,Active,0,,,,Full-Time,Part-Time,Zone B,34,25-34,3.8,3-4 yrs,CA,Fully Meets,2,4,5,3,Customer Service,External,Incomplete,2,616.99,face_11.jpg
3531,2023-06-17,2023,,Area Sales Manager,WBL,Sales,Project Management - Con,Active,0,,,,Full-Time,Full-Time,Zone C,36,35-44,0.21,<1 yr,CA,Fully Meets,4,4,4,2,Leadership Development,External,Failed,3,1900.95,face_12.jpg
3532,2021-10-14,2021,,Area Sales Manager,EW,IT/IS,Wireless,Active,0,,,,Part-Time,Full-Time,Zone B,41,35-44,1.88,1-2 yrs,OR,Fully Meets,3,5,5,3,Technical Skills,Internal,Completed,2,793.0,face_13.jpg
3533,2021-06-01,2021,,Area Sales Manager,MSC,Sales,General - Sga,Active,0,,,,Contract,Full-Time,Zone B,41,35-44,2.25,2-3 yrs,ND,Fully Meets,4,2,2,2,Leadership Development,Internal,Completed,4,1202.93,face_14.jpg
3534,2018-09-14,2018,,Area Sales Manager,TNS,Sales,Engineers,Active,0,,,,Full-Time,Full-Time,Zone A,45,45-54,4.96,4+ yrs,KY,Fully Meets,2,1,2,1,Customer Service,Internal,Incomplete,3,428.15,face_15.jpg
3535,2018-12-11,2018,,Area Sales Manager,PYZ,Sales,Fielders,Active,0,,,,Full-Time,Temporary,Zone A,38,35-44,4.72,4+ yrs,KY,Fully Meets,3,1,1,3,Technical Skills,External,Passed,1,1093.54,face_16.jpg
3536,2022-08-06,2022,,Area Sales Manager,WBL,Sales,General - Sga,Active,0,,,,Contract,Temporary,Zone C,33,25-34,1.07,1-2 yrs,GA,Exceeds,5,3,3,4,Leadership Development,External,Completed,5,2096.44,face_17.jpg
3539,2019-12-08,2019,,Area Sales Manager,BPC,Sales,General - Con,Active,0,,,,Full-Time,Temporary,Zone C,38,35-44,3.73,3-4 yrs,CO,Needs Improvement,1,2,3,3,Project Management,External,Passed,4,887.54,face_20.jpg
3540,2020-03-12,2020,,Area Sales Manager,CCDR,Sales,Splicing,Active,0,,,,Full-Time,Part-Time,Zone B,24,<25,3.47,3-4 yrs,CO,Exceeds,4,3,4,3,Communication Skills,External,Completed,2,508.56,face_01.jpg
3541,2020-04-06,2020,,Area Sales Manager,SVG,Sales,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone B,26,25-34,3.4,3-4 yrs,IN,Fully Meets,4,5,5,5,Customer Service,External,Failed,4,602.23,face_02.jpg
3542,2023-04-15,2023,,Area Sales Manager,EW,Sales,Field Operations,Active,0,,,,Contract,Temporary,Zone A,25,25-34,0.38,<1 yr,IN,Exceeds,5,5,5,5,Project Management,Internal,Passed,4,1006.71,face_03.jpg
3543,2020-11-10,2020,,Area Sales Manager,MSC,Sales,General - Con,Active,0,,,,Part-Time,Temporary,Zone A,29,25-34,2.81,2-3 yrs,CA,Fully Meets,3,2,3,4,Communication Skills,External,Completed,4,697.18,face_04.jpg
3544,2023-06-29,2023,,Area Sales Manager,TNS,Sales,Aerial,Active,0,,,,Contract,Temporary,Zone A,40,35-44,0.18,<1 yr,CA,Fully Meets,3,2,4,3,Leadership Development,External,Passed,3,2121.03,face_05.jpg
3545,2022-03-07,2022,,Area Sales Manager,EW,IT/IS,Field Operations,Active,0,,,,Full-Time,Temporary,Zone C,29,25-34,1.49,1-2 yrs,OR,Fully Meets,3,4,2,5,Customer Service,External,Failed,5,609.34,face_06.jpg
3546,2021-07-31,2021,,Area Sales Manager,CCDR,Sales,General - Con,Active,0,,,,Full-Time,Part-Time,Zone B,34,25-34,2.09,2-3 yrs,ND,Exceeds,3,5,4,4,Project Management,External,Passed,4,1411.4,face_07.jpg
3547,2022-01-20,2022,,Area Sales Manager,BPC,Sales,Project Management - Eng,Active,0,,,,Contract,Full-Time,Zone B,48,45-54,1.61,1-2 yrs,KY,Fully Meets,3,5,5,4,Technical Skills,External,Completed,4,1228.5,face_08.jpg
3548,2021-07-11,2021,,Area Sales Manager,WBL,Sales,General - Con,Active,0,,,,Part-Time,Full-Time,Zone A,34,25-34,2.14,2-3 yrs,KY,Fully Meets,2,3,4,4,Leadership Development,External,Completed,3,1473.15,face_09.jpg
3549,2018-10-15,2018,,Area Sales Manager,TNS,Sales,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone C,45,45-54,4.88,4+ yrs,GA,Fully Meets,3,5,4,3,Communication Skills,External,Passed,5,511.89,face_10.jpg
3551,2018-08-11,2018,,Area Sales Manager,PYZ,Sales,Engineers,Active,0,,,,Part-Time,Part-Time,Zone C,31,25-34,5.06,4+ yrs,TX,Exceeds,3,4,4,5,Communication Skills,External,Completed,1,515.26,face_12.jpg
3552,2020-02-16,2020,,Area Sales Manager,PL,Sales,Field Operations,Active,0,,,,Full-Time,Full-Time,Zone B,36,35-44,3.54,3-4 yrs,CO,Fully Meets,2,3,3,1,Leadership Development,External,Passed,4,1660.15,face_13.jpg
3553,2020-01-20,2020,,Area Sales Manager,NEL,Sales,Field Operations,Active,0,,,,Contract,Temporary,Zone C,30,25-34,3.61,3-4 yrs,CO,Exceeds,4,5,5,3,Project Management,Internal,Incomplete,5,705.1,face_14.jpg
